sent_ind,cve_sent_ind,token,pos,tag,dep,label,pred_y
CVE-2006-1854,5,that,ADP,IN,mark,O,O
CVE-2006-1854,5,"""",PUNCT,``,punct,O,O
CVE-2006-1854,5,it,PRON,PRP,nsubj,O,O
CVE-2006-1854,5,does,VERB,VBZ,aux,O,O
CVE-2006-1854,5,not,ADV,RB,neg,O,O
CVE-2006-1854,5,exist,VERB,VB,ccomp,O,O
CVE-2006-1854,5,currently,ADV,RB,advmod,O,O
CVE-2006-1854,5,in,ADP,IN,prep,O,O
CVE-2006-1854,5,the,DET,DT,det,O,O
CVE-2006-1854,5,Bluepay,PROPN,NNP,nmod,O,O
CVE-2006-1854,5,2,NUM,CD,nummod,O,O
CVE-2006-1854,5,product,NOUN,NN,pobj,O,O
CVE-2006-1854,5,",",PUNCT,",",punct,O,O
CVE-2006-1854,5,"""",PUNCT,'',punct,O,O
CVE-2006-1854,5,and,CCONJ,CC,cc,O,O
CVE-2006-1854,5,older,ADJ,JJR,amod,O,O
CVE-2006-1854,5,versions,NOUN,NNS,nsubjpass,O,O
CVE-2006-1854,5,might,VERB,MD,aux,O,O
CVE-2006-1854,5,not,ADV,RB,neg,O,O
CVE-2006-1854,5,have,VERB,VB,aux,O,O
CVE-2006-1854,5,been,VERB,VBN,auxpass,O,O
CVE-2006-1854,5,affected,VERB,VBN,conj,O,O
CVE-2006-1854,5,either,ADV,RB,advmod,O,O
CVE-2006-1854,5,.,PUNCT,.,punct,O,O
CVE-2006-1854,6,As,ADP,IN,prep,O,O
CVE-2006-1854,6,of,ADP,IN,prep,O,O
CVE-2006-1854,6,20060512,NUM,CD,pobj,O,O
CVE-2006-1854,6,",",PUNCT,",",punct,O,O
CVE-2006-1854,6,CVE,PROPN,NNP,nsubj,O,O
CVE-2006-1854,6,has,VERB,VBZ,aux,O,O
CVE-2006-1854,6,not,ADV,RB,neg,O,O
CVE-2006-1854,6,formally,ADV,RB,advmod,O,O
CVE-2006-1854,6,investigated,VERB,VBN,ROOT,O,O
CVE-2006-1854,6,this,DET,DT,det,O,O
CVE-2006-1854,6,dispute,NOUN,NN,dobj,O,O
CVE-2006-1854,6,.,PUNCT,.,punct,O,O
CVE-2006-1910,0,config.php,SYM,SYM,nsubj,O,O
CVE-2006-1910,0,in,ADP,IN,prep,O,O
CVE-2006-1910,0,S9Y,PROPN,NNP,nmod,O,O
CVE-2006-1910,0,Serendipity,PROPN,NNP,nmod,pn,pn
CVE-2006-1910,0,1,NUM,CD,nummod,version,vrs
CVE-2006-1910,0,beta,NOUN,NN,pobj,version,O
CVE-2006-1910,0,2,NUM,CD,nummod,version,O
CVE-2006-1910,0,allows,VERB,VBZ,ROOT,O,O
CVE-2006-1910,0,remote,ADJ,JJ,amod,O,O
CVE-2006-1910,0,attackers,NOUN,NNS,nsubj,O,O
CVE-2006-1910,0,to,PART,TO,aux,O,O
CVE-2006-1910,0,inject,VERB,VB,ccomp,O,O
CVE-2006-1910,0,arbitrary,ADJ,JJ,amod,O,O
CVE-2006-1910,0,PHP,ADJ,JJ,compound,O,O
CVE-2006-1910,0,code,NOUN,NN,dobj,O,O
CVE-2006-1910,0,by,ADP,IN,prep,O,O
CVE-2006-1910,0,editing,VERB,VBG,pcomp,O,O
CVE-2006-1910,0,values,NOUN,NNS,dobj,O,O
CVE-2006-1910,0,that,DET,WDT,nsubjpass,O,O
CVE-2006-1910,0,are,VERB,VBP,auxpass,O,O
CVE-2006-1910,0,stored,VERB,VBN,relcl,O,O
CVE-2006-1910,0,in,ADP,IN,prep,O,O
CVE-2006-1910,0,config.php,NOUN,NN,pobj,O,O
CVE-2006-1910,0,and,CCONJ,CC,cc,O,O
CVE-2006-1910,0,later,ADV,RB,advmod,O,O
CVE-2006-1910,0,executed,VERB,VBN,conj,O,O
CVE-2006-1910,0,.,PUNCT,.,punct,O,O
CVE-2006-1910,1,NOTE,NOUN,NN,ROOT,O,O
CVE-2006-1910,1,:,PUNCT,:,punct,O,O
CVE-2006-1910,2,the,DET,DT,det,O,O
CVE-2006-1910,2,provenance,NOUN,NN,nsubj,O,O
CVE-2006-1910,2,of,ADP,IN,prep,O,O
CVE-2006-1910,2,this,DET,DT,det,O,O
CVE-2006-1910,2,information,NOUN,NN,pobj,O,O
CVE-2006-1910,2,is,VERB,VBZ,ccomp,O,O
CVE-2006-1910,2,unknown,ADJ,JJ,acomp,O,O
CVE-2006-1910,2,;,PUNCT,:,punct,O,O
CVE-2006-1910,2,the,DET,DT,det,O,O
CVE-2006-1910,2,details,NOUN,NNS,nsubjpass,O,O
CVE-2006-1910,2,are,VERB,VBP,auxpass,O,O
CVE-2006-1910,2,obtained,VERB,VBN,ROOT,O,O
CVE-2006-1910,2,solely,ADV,RB,advmod,O,O
CVE-2006-1910,2,from,ADP,IN,prep,O,O
CVE-2006-1910,2,third,ADJ,JJ,amod,O,O
CVE-2006-1910,2,party,NOUN,NN,compound,O,O
CVE-2006-1910,2,information,NOUN,NN,pobj,O,O
CVE-2006-1910,2,.,PUNCT,.,punct,O,O
CVE-2006-2222,0,Buffer,NOUN,NN,nsubj,O,O
CVE-2006-2222,0,overflow,NOUN,NN,nsubj,O,O
CVE-2006-2222,0,in,ADP,IN,prep,O,O
CVE-2006-2222,0,zawhttpd,PROPN,NNP,compound,pn,pn
CVE-2006-2222,0,0.8.23,NUM,CD,pobj,vre,vre
CVE-2006-2222,0,",",PUNCT,",",punct,sp,sp
CVE-2006-2222,0,and,CCONJ,CC,cc,=,=
CVE-2006-2222,0,possibly,ADV,RB,advmod,O,O
CVE-2006-2222,0,previous,ADJ,JJ,amod,<,O
CVE-2006-2222,0,versions,NOUN,NNS,conj,O,O
CVE-2006-2222,0,",",PUNCT,",",punct,O,O
CVE-2006-2222,0,allows,VERB,VBZ,ROOT,O,O
CVE-2006-2222,0,remote,ADJ,JJ,amod,O,O
CVE-2006-2222,0,attackers,NOUN,NNS,nsubj,O,O
CVE-2006-2222,0,to,PART,TO,aux,O,O
CVE-2006-2222,0,cause,VERB,VB,ccomp,O,O
CVE-2006-2222,0,a,DET,DT,det,O,O
CVE-2006-2222,0,denial,NOUN,NN,dobj,O,O
CVE-2006-2222,0,of,ADP,IN,prep,O,O
CVE-2006-2222,0,service,NOUN,NN,pobj,O,O
CVE-2006-2222,0,(,PUNCT,-LRB-,punct,O,O
CVE-2006-2222,0,daemon,NOUN,NN,compound,O,O
CVE-2006-2222,0,crash,NOUN,NN,appos,O,O
CVE-2006-2222,0,),PUNCT,-RRB-,punct,O,O
CVE-2006-2222,0,via,ADP,IN,prep,O,O
CVE-2006-2222,0,a,DET,DT,det,O,O
CVE-2006-2222,0,request,NOUN,NN,pobj,O,O
CVE-2006-2222,0,for,ADP,IN,prep,O,O
CVE-2006-2222,0,a,DET,DT,det,O,O
CVE-2006-2222,0,URI,NOUN,NN,pobj,O,O
CVE-2006-2222,0,composed,VERB,VBN,acl,O,O
CVE-2006-2222,0,of,ADP,IN,prep,O,O
CVE-2006-2222,0,several,ADJ,JJ,amod,O,O
CVE-2006-2222,0,"""",PUNCT,``,punct,O,O
CVE-2006-2222,0,\,PROPN,NNP,punct,O,O
CVE-2006-2222,0,"""",PUNCT,'',punct,O,O
CVE-2006-2222,0,(,PUNCT,-LRB-,punct,O,O
CVE-2006-2222,0,backslash,NOUN,NN,nmod,O,O
CVE-2006-2222,0,),PUNCT,-RRB-,punct,O,O
CVE-2006-2222,0,characters,NOUN,NNS,pobj,O,O
CVE-2006-2222,0,.,PUNCT,.,punct,O,O
CVE-2006-3144,0,PHP,ADJ,JJ,nmod,O,O
CVE-2006-3144,0,remote,ADJ,JJ,amod,O,O
CVE-2006-3144,0,file,NOUN,NN,compound,O,O
CVE-2006-3144,0,inclusion,NOUN,NN,compound,O,O
CVE-2006-3144,0,vulnerability,NOUN,NN,ROOT,O,O
CVE-2006-3144,0,in,ADP,IN,prep,O,O
CVE-2006-3144,0,micro_cms_files,NOUN,NN,nmod,O,O
CVE-2006-3144,0,/,SYM,SYM,punct,O,O
CVE-2006-3144,0,microcms,PROPN,NNP,compound,O,O
CVE-2006-3144,0,-,PUNCT,",",punct,O,O
CVE-2006-3144,0,include.php,X,ADD,pobj,O,O
CVE-2006-3144,0,in,ADP,IN,prep,O,O
CVE-2006-3144,0,Implied,VERB,VBN,pcomp,O,O
CVE-2006-3144,0,By,ADP,IN,agent,O,O
CVE-2006-3144,0,Design,PROPN,NNP,pobj,O,O
CVE-2006-3144,0,(,PUNCT,-LRB-,punct,O,O
CVE-2006-3144,0,IBD,PROPN,NNP,appos,O,O
CVE-2006-3144,0,),PUNCT,-RRB-,punct,O,O
CVE-2006-3144,1,Micro,PROPN,NNP,compound,pn,pn
CVE-2006-3144,1,CMS,PROPN,NNP,nsubj,pn,pn
CVE-2006-3144,1,3.5,NUM,CD,nummod,vre,vre
CVE-2006-3144,1,(,PUNCT,-LRB-,punct,O,sp
CVE-2006-3144,1,aka,ADV,RB,advmod,O,<
CVE-2006-3144,1,0.3.5,NUM,CD,appos,vre,vre
CVE-2006-3144,1,),PUNCT,-RRB-,punct,O,vre
CVE-2006-3144,1,and,CCONJ,CC,cc,=,=
CVE-2006-3144,1,earlier,ADV,RBR,advmod,<,<
CVE-2006-3144,1,allows,VERB,VBZ,ROOT,O,O
CVE-2006-3144,1,remote,ADJ,JJ,amod,O,O
CVE-2006-3144,1,attackers,NOUN,NNS,nsubj,O,O
CVE-2006-3144,1,to,PART,TO,aux,O,O
CVE-2006-3144,1,execute,VERB,VB,ccomp,O,O
CVE-2006-3144,1,arbitrary,ADJ,JJ,amod,O,O
CVE-2006-3144,1,PHP,ADJ,JJ,compound,O,O
CVE-2006-3144,1,code,NOUN,NN,dobj,O,O
CVE-2006-3144,1,via,ADP,IN,prep,O,O
CVE-2006-3144,1,a,DET,DT,det,O,O
CVE-2006-3144,1,URL,NOUN,NN,pobj,O,O
CVE-2006-3144,1,in,ADP,IN,prep,O,O
CVE-2006-3144,1,the,DET,DT,det,O,O
CVE-2006-3144,1,microcms_path,NOUN,NN,compound,O,O
CVE-2006-3144,1,parameter,NOUN,NN,pobj,O,O
CVE-2006-3144,1,.,PUNCT,.,punct,O,O
CVE-2006-3144,2,NOTE,NOUN,NN,ROOT,O,O
CVE-2006-3144,2,:,PUNCT,:,punct,O,O
CVE-2006-3144,3,it,PRON,PRP,nsubjpass,O,O
CVE-2006-3144,3,was,VERB,VBD,auxpass,O,O
CVE-2006-3144,3,later,ADV,RB,advmod,O,O
CVE-2006-3144,3,reported,VERB,VBN,ROOT,O,O
CVE-2006-3144,3,that,ADP,IN,mark,O,O
CVE-2006-3144,3,this,DET,DT,nsubj,O,O
CVE-2006-3144,3,can,VERB,MD,aux,O,O
CVE-2006-3144,3,also,ADV,RB,advmod,O,O
CVE-2006-3144,3,be,VERB,VB,ccomp,O,O
CVE-2006-3144,3,leveraged,VERB,VBN,acomp,O,O
CVE-2006-3144,3,to,PART,TO,aux,O,O
CVE-2006-3144,3,include,VERB,VB,advcl,O,O
CVE-2006-3144,3,and,CCONJ,CC,cc,O,O
CVE-2006-3144,3,execute,VERB,VB,conj,O,O
CVE-2006-3144,3,arbitrary,ADJ,JJ,amod,O,O
CVE-2006-3144,3,local,ADJ,JJ,amod,O,O
CVE-2006-3144,3,files,NOUN,NNS,dobj,O,O
CVE-2006-3144,3,via,ADP,IN,prep,O,O
CVE-2006-3144,3,..,PUNCT,.,punct,O,O
CVE-2006-3144,4,(,PUNCT,-LRB-,punct,O,O
CVE-2006-3144,4,dot,NOUN,NN,compound,O,O
CVE-2006-3144,4,dot,NOUN,NN,nmod,O,O
CVE-2006-3144,4,),PUNCT,-RRB-,punct,O,O
CVE-2006-3144,4,sequences,NOUN,NNS,ROOT,O,O
CVE-2006-3144,4,.,PUNCT,.,punct,O,O
CVE-2006-3469,0,Format,NOUN,NN,compound,O,O
CVE-2006-3469,0,string,VERB,VBG,compound,O,O
CVE-2006-3469,0,vulnerability,NOUN,NN,nsubj,O,O
CVE-2006-3469,0,in,ADP,IN,prep,O,O
CVE-2006-3469,0,time.cc,X,ADD,pobj,O,O
CVE-2006-3469,0,in,ADP,IN,prep,O,O
CVE-2006-3469,0,MySQL,PROPN,NNP,compound,pn,pn
CVE-2006-3469,0,Server,PROPN,NNP,pobj,pn,pn
CVE-2006-3469,0,4.1,NUM,CD,appos,vrs,vrs
CVE-2006-3469,0,before,ADP,IN,prep,<,<
CVE-2006-3469,0,4.1.21,NUM,CD,pobj,vre,vre
CVE-2006-3469,0,and,CCONJ,CC,cc,sp,sp
CVE-2006-3469,0,5,NUM,CD,conj,vrs,vrs
CVE-2006-3469,0,before,ADP,IN,prep,<,<
CVE-2006-3469,0,1,NUM,CD,nummod,O,vre
CVE-2006-3469,0,April,PROPN,NNP,pobj,O,O
CVE-2006-3469,0,2006,NUM,CD,nummod,O,O
CVE-2006-3469,0,allows,VERB,VBZ,ROOT,O,O
CVE-2006-3469,0,remote,ADJ,JJ,amod,O,O
CVE-2006-3469,0,authenticated,VERB,VBN,amod,O,O
CVE-2006-3469,0,users,NOUN,NNS,nsubj,O,O
CVE-2006-3469,0,to,PART,TO,aux,O,O
CVE-2006-3469,0,cause,VERB,VB,ccomp,O,O
CVE-2006-3469,0,a,DET,DT,det,O,O
CVE-2006-3469,0,denial,NOUN,NN,dobj,O,O
CVE-2006-3469,0,of,ADP,IN,prep,O,O
CVE-2006-3469,0,service,NOUN,NN,pobj,O,O
CVE-2006-3469,0,(,PUNCT,-LRB-,punct,O,O
CVE-2006-3469,0,crash,NOUN,NN,appos,O,O
CVE-2006-3469,0,),PUNCT,-RRB-,punct,O,O
CVE-2006-3469,0,via,ADP,IN,prep,O,O
CVE-2006-3469,0,a,DET,DT,det,O,O
CVE-2006-3469,0,format,NOUN,NN,compound,O,O
CVE-2006-3469,0,string,NOUN,NN,pobj,O,O
CVE-2006-3469,0,instead,ADV,RB,advmod,O,O
CVE-2006-3469,0,of,ADP,IN,cc,O,O
CVE-2006-3469,0,a,DET,DT,det,O,O
CVE-2006-3469,0,date,NOUN,NN,pobj,O,O
CVE-2006-3469,0,as,ADP,IN,prep,O,O
CVE-2006-3469,0,the,DET,DT,det,O,O
CVE-2006-3469,0,first,ADJ,JJ,amod,O,O
CVE-2006-3469,0,parameter,NOUN,NN,pobj,O,O
CVE-2006-3469,0,to,ADP,IN,prep,O,O
CVE-2006-3469,0,the,DET,DT,det,O,O
CVE-2006-3469,0,date_format,NOUN,NN,compound,O,O
CVE-2006-3469,0,function,NOUN,NN,pobj,O,O
CVE-2006-3469,0,",",PUNCT,",",punct,O,O
CVE-2006-3469,0,which,DET,WDT,nsubjpass,O,O
CVE-2006-3469,0,is,VERB,VBZ,auxpass,O,O
CVE-2006-3469,0,later,ADV,RB,advmod,O,O
CVE-2006-3469,0,used,VERB,VBN,relcl,O,O
CVE-2006-3469,0,in,ADP,IN,prep,O,O
CVE-2006-3469,0,a,DET,DT,det,O,O
CVE-2006-3469,0,formatted,VERB,VBN,amod,O,O
CVE-2006-3469,0,print,NOUN,NN,compound,O,O
CVE-2006-3469,0,call,NOUN,NN,pobj,O,O
CVE-2006-3469,0,to,PART,TO,aux,O,O
CVE-2006-3469,0,display,VERB,VB,acl,O,O
CVE-2006-3469,0,the,DET,DT,det,O,O
CVE-2006-3469,0,error,NOUN,NN,compound,O,O
CVE-2006-3469,0,message,NOUN,NN,dobj,O,O
CVE-2006-3469,0,.,PUNCT,.,punct,O,O
CVE-2006-3566,0,search.results.php,PROPN,NNP,ROOT,O,O
CVE-2006-3566,0,in,ADP,IN,prep,O,O
CVE-2006-3566,0,HiveMail,PROPN,NNP,pobj,pn,pn
CVE-2006-3566,0,3.1,NUM,CD,nummod,vre,vre
CVE-2006-3566,0,and,CCONJ,CC,cc,=,=
CVE-2006-3566,0,earlier,ADJ,JJR,conj,<,<
CVE-2006-3566,1,allows,VERB,VBZ,ROOT,O,O
CVE-2006-3566,1,remote,ADJ,JJ,amod,O,O
CVE-2006-3566,1,attackers,NOUN,NNS,nsubj,O,O
CVE-2006-3566,1,to,PART,TO,aux,O,O
CVE-2006-3566,1,obtain,VERB,VB,ccomp,O,O
CVE-2006-3566,1,the,DET,DT,det,O,O
CVE-2006-3566,1,installation,NOUN,NN,compound,O,O
CVE-2006-3566,1,path,NOUN,NN,dobj,O,O
CVE-2006-3566,1,via,ADP,IN,prep,O,O
CVE-2006-3566,1,certain,ADJ,JJ,amod,O,O
CVE-2006-3566,1,manipulations,NOUN,NNS,pobj,O,O
CVE-2006-3566,1,related,VERB,VBN,acl,O,O
CVE-2006-3566,1,to,ADP,IN,prep,O,O
CVE-2006-3566,1,the,DET,DT,det,O,O
CVE-2006-3566,1,(,PUNCT,-LRB-,punct,O,O
CVE-2006-3566,1,1,NUM,CD,nummod,O,O
CVE-2006-3566,1,),PUNCT,-RRB-,punct,O,O
CVE-2006-3566,1,searchdate,NOUN,NN,pobj,O,O
CVE-2006-3566,1,and,CCONJ,CC,cc,O,O
CVE-2006-3566,1,(,PUNCT,-LRB-,punct,O,O
CVE-2006-3566,1,2,PUNCT,LS,meta,O,O
CVE-2006-3566,1,),PUNCT,-RRB-,punct,O,O
CVE-2006-3566,1,folderids,X,FW,compound,O,O
CVE-2006-3566,1,parameters,NOUN,NNS,conj,O,O
CVE-2006-3566,1,.,PUNCT,.,punct,O,O
CVE-2006-3850,0,*,PUNCT,NFP,ROOT,O,O
CVE-2006-3850,1,*,PUNCT,NFP,punct,O,O
CVE-2006-3850,1,DISPUTED,NOUN,NN,ROOT,O,O
CVE-2006-3850,2,*,PUNCT,NFP,ROOT,O,O
CVE-2006-3850,3,*,PUNCT,NFP,ROOT,O,O
CVE-2006-3850,4,PHP,ADJ,JJ,nmod,O,O
CVE-2006-3850,4,remote,ADJ,JJ,amod,O,O
CVE-2006-3850,4,file,NOUN,NN,compound,O,O
CVE-2006-3850,4,inclusion,NOUN,NN,compound,O,O
CVE-2006-3850,4,vulnerability,NOUN,NN,nsubj,O,O
CVE-2006-3850,4,in,ADP,IN,prep,O,O
CVE-2006-3850,4,upgrader.php,X,ADD,pobj,O,O
CVE-2006-3850,4,in,ADP,IN,prep,O,O
CVE-2006-3850,4,Vanilla,PROPN,NNP,compound,pn,pn
CVE-2006-3850,4,CMS,PROPN,NNP,pobj,O,pn
CVE-2006-3850,4,1.0.1,NUM,CD,advmod,vre,vre
CVE-2006-3850,4,and,CCONJ,CC,cc,=,=
CVE-2006-3850,4,earlier,ADV,RBR,conj,<,<
CVE-2006-3850,4,",",PUNCT,",",punct,O,O
CVE-2006-3850,4,when,ADV,WRB,advmod,O,O
CVE-2006-3850,4,/conf,PROPN,NNP,nmod,O,O
CVE-2006-3850,4,/,PUNCT,",",punct,O,O
CVE-2006-3850,4,old_settings.php,PROPN,NNP,nsubj,O,O
CVE-2006-3850,4,exists,VERB,VBZ,advcl,O,O
CVE-2006-3850,4,",",PUNCT,",",punct,O,O
CVE-2006-3850,4,allows,VERB,VBZ,ROOT,O,O
CVE-2006-3850,4,remote,ADJ,JJ,amod,O,O
CVE-2006-3850,4,attackers,NOUN,NNS,nsubj,O,O
CVE-2006-3850,4,to,PART,TO,aux,O,O
CVE-2006-3850,4,execute,VERB,VB,ccomp,O,O
CVE-2006-3850,4,arbitrary,ADJ,JJ,amod,O,O
CVE-2006-3850,4,PHP,ADJ,JJ,compound,O,O
CVE-2006-3850,4,code,NOUN,NN,dobj,O,O
CVE-2006-3850,4,via,ADP,IN,prep,O,O
CVE-2006-3850,4,a,DET,DT,det,O,O
CVE-2006-3850,4,URL,NOUN,NN,pobj,O,O
CVE-2006-3850,4,in,ADP,IN,prep,O,O
CVE-2006-3850,4,the,DET,DT,det,O,O
CVE-2006-3850,4,RootDirectory,PROPN,NNP,compound,O,O
CVE-2006-3850,4,parameter,NOUN,NN,pobj,O,O
CVE-2006-3850,4,.,PUNCT,.,punct,O,O
CVE-2006-3850,5,NOTE,NOUN,NN,ROOT,O,O
CVE-2006-3850,5,:,PUNCT,:,punct,O,O
CVE-2006-3850,6,this,DET,DT,det,O,O
CVE-2006-3850,6,issue,NOUN,NN,nsubjpass,O,O
CVE-2006-3850,6,has,VERB,VBZ,aux,O,O
CVE-2006-3850,6,been,VERB,VBN,auxpass,O,O
CVE-2006-3850,6,disputed,VERB,VBN,ROOT,O,O
CVE-2006-3850,6,by,ADP,IN,agent,O,O
CVE-2006-3850,6,a,DET,DT,det,O,O
CVE-2006-3850,6,third,ADJ,JJ,amod,O,O
CVE-2006-3850,6,party,NOUN,NN,pobj,O,O
CVE-2006-3850,6,who,PRON,WP,nsubj,O,O
CVE-2006-3850,6,states,VERB,VBZ,relcl,O,O
CVE-2006-3850,6,that,ADP,IN,mark,O,O
CVE-2006-3850,6,the,DET,DT,det,O,O
CVE-2006-3850,6,RootDirectory,PROPN,NNP,compound,O,O
CVE-2006-3850,6,parameter,NOUN,NN,nsubjpass,O,O
CVE-2006-3850,6,is,VERB,VBZ,auxpass,O,O
CVE-2006-3850,6,initialized,VERB,VBN,ccomp,O,O
CVE-2006-3850,6,before,ADP,IN,prep,O,O
CVE-2006-3850,6,being,VERB,VBG,auxpass,O,O
CVE-2006-3850,6,used,VERB,VBN,pcomp,O,O
CVE-2006-3850,6,",",PUNCT,",",punct,O,O
CVE-2006-3850,6,for,ADP,IN,prep,O,O
CVE-2006-3850,6,version,NOUN,NN,pobj,O,O
CVE-2006-3850,6,1,NUM,CD,nummod,O,O
CVE-2006-3850,6,.,PUNCT,.,punct,O,O
CVE-2006-3850,7,CVE,PROPN,NNP,compound,O,O
CVE-2006-3850,7,analysis,NOUN,NN,nsubj,O,O
CVE-2006-3850,7,concurs,VERB,VBZ,ROOT,O,O
CVE-2006-3850,7,with,ADP,IN,prep,O,O
CVE-2006-3850,7,the,DET,DT,det,O,O
CVE-2006-3850,7,dispute,NOUN,NN,pobj,O,O
CVE-2006-3850,7,",",PUNCT,",",punct,O,O
CVE-2006-3850,7,but,CCONJ,CC,cc,O,O
CVE-2006-3850,7,it,PRON,PRP,nsubj,O,O
CVE-2006-3850,7,is,VERB,VBZ,conj,O,O
CVE-2006-3850,7,unclear,ADJ,JJ,acomp,O,O
CVE-2006-3850,7,whether,ADP,IN,mark,O,O
CVE-2006-3850,7,older,ADJ,JJR,amod,O,O
CVE-2006-3850,7,versions,NOUN,NNS,nsubjpass,O,O
CVE-2006-3850,7,are,VERB,VBP,auxpass,O,O
CVE-2006-3850,7,affected,VERB,VBN,ccomp,O,O
CVE-2006-3850,7,.,PUNCT,.,punct,O,O
CVE-2006-4859,0,Unrestricted,VERB,VBN,amod,O,O
CVE-2006-4859,0,file,NOUN,NN,nsubj,O,O
CVE-2006-4859,0,upload,NOUN,NN,ROOT,O,O
CVE-2006-4859,0,vulnerability,NOUN,NN,dobj,O,O
CVE-2006-4859,0,in,ADP,IN,prep,O,O
CVE-2006-4859,0,contact.html.php,PROPN,NNP,pobj,O,O
CVE-2006-4859,0,in,ADP,IN,prep,O,O
CVE-2006-4859,0,the,DET,DT,det,O,O
CVE-2006-4859,0,Contact,NOUN,NN,nmod,O,O
CVE-2006-4859,0,(,PUNCT,-LRB-,punct,O,O
CVE-2006-4859,0,com_contact,PROPN,NNP,nmod,O,O
CVE-2006-4859,0,),PUNCT,-RRB-,punct,O,O
CVE-2006-4859,0,component,NOUN,NN,pobj,O,O
CVE-2006-4859,0,in,ADP,IN,prep,O,O
CVE-2006-4859,0,Limbo,PROPN,NNP,pobj,pn,O
CVE-2006-4859,0,(,PUNCT,-LRB-,punct,O,O
CVE-2006-4859,0,aka,ADV,RB,advmod,pn,O
CVE-2006-4859,0,Lite,PROPN,NNP,compound,pn,O
CVE-2006-4859,0,Mambo,PROPN,NNP,appos,pn,O
CVE-2006-4859,0,),PUNCT,-RRB-,punct,O,O
CVE-2006-4859,1,CMS,PROPN,NNP,compound,pn,pn
CVE-2006-4859,1,1.0.4.2L,NUM,CD,ROOT,vre,vre
CVE-2006-4859,1,and,CCONJ,CC,cc,=,=
CVE-2006-4859,1,earlier,ADV,RBR,advmod,<,<
CVE-2006-4859,1,allows,VERB,VBZ,conj,O,O
CVE-2006-4859,1,remote,ADJ,JJ,amod,O,O
CVE-2006-4859,1,attackers,NOUN,NNS,nsubj,O,O
CVE-2006-4859,1,to,PART,TO,aux,O,O
CVE-2006-4859,1,upload,VERB,VB,ccomp,O,O
CVE-2006-4859,1,PHP,ADJ,JJ,compound,O,O
CVE-2006-4859,1,code,NOUN,NN,dobj,O,O
CVE-2006-4859,1,to,ADP,IN,prep,O,O
CVE-2006-4859,1,the,DET,DT,det,O,O
CVE-2006-4859,1,images,NOUN,NNS,nmod,O,O
CVE-2006-4859,1,/,SYM,SYM,punct,O,O
CVE-2006-4859,1,contact,NOUN,NN,compound,O,O
CVE-2006-4859,1,folder,NOUN,NN,pobj,O,O
CVE-2006-4859,1,via,ADP,IN,prep,O,O
CVE-2006-4859,1,a,DET,DT,det,O,O
CVE-2006-4859,1,filename,NOUN,NN,pobj,O,O
CVE-2006-4859,1,with,ADP,IN,prep,O,O
CVE-2006-4859,1,a,DET,DT,det,O,O
CVE-2006-4859,1,double,ADJ,JJ,amod,O,O
CVE-2006-4859,1,extension,NOUN,NN,pobj,O,O
CVE-2006-4859,1,in,ADP,IN,prep,O,O
CVE-2006-4859,1,the,DET,DT,det,O,O
CVE-2006-4859,1,contact_attach,NOUN,NN,compound,O,O
CVE-2006-4859,1,parameter,NOUN,NN,pobj,O,O
CVE-2006-4859,1,in,ADP,IN,prep,O,O
CVE-2006-4859,1,a,DET,DT,det,O,O
CVE-2006-4859,1,contact,NOUN,NN,compound,O,O
CVE-2006-4859,1,option,NOUN,NN,pobj,O,O
CVE-2006-4859,1,in,ADP,IN,prep,O,O
CVE-2006-4859,1,index.php,X,ADD,pobj,O,O
CVE-2006-4859,1,",",PUNCT,",",punct,O,O
CVE-2006-4859,1,which,DET,WDT,nsubj,O,O
CVE-2006-4859,1,bypasses,VERB,VBZ,relcl,O,O
CVE-2006-4859,1,an,DET,DT,det,O,O
CVE-2006-4859,1,insufficiently,ADV,RB,advmod,O,O
CVE-2006-4859,1,restrictive,ADJ,JJ,amod,O,O
CVE-2006-4859,1,regular,ADJ,JJ,amod,O,O
CVE-2006-4859,1,expression,NOUN,NN,dobj,O,O
CVE-2006-4859,1,.,PUNCT,.,punct,O,O
CVE-2006-4878,0,Directory,NOUN,NN,compound,O,O
CVE-2006-4878,0,traversal,NOUN,NN,compound,O,O
CVE-2006-4878,0,vulnerability,NOUN,NN,nsubj,O,O
CVE-2006-4878,0,in,ADP,IN,prep,O,O
CVE-2006-4878,0,footer.php,NOUN,NN,pobj,O,O
CVE-2006-4878,0,in,ADP,IN,prep,O,O
CVE-2006-4878,0,David,PROPN,NNP,compound,O,O
CVE-2006-4878,0,Bennett,PROPN,NNP,compound,O,O
CVE-2006-4878,0,PHP,PROPN,NNP,compound,pn,pn
CVE-2006-4878,0,-,PUNCT,HYPH,punct,pn,pn
CVE-2006-4878,0,Post,PROPN,NNP,pobj,pn,pn
CVE-2006-4878,0,(,PUNCT,-LRB-,punct,O,O
CVE-2006-4878,0,PHPp,PROPN,NNPS,appos,pn,O
CVE-2006-4878,0,),PUNCT,-RRB-,punct,O,O
CVE-2006-4878,0,1,NUM,CD,conj,vre,vre
CVE-2006-4878,0,and,CCONJ,CC,cc,=,=
CVE-2006-4878,0,earlier,ADJ,JJR,conj,<,<
CVE-2006-4878,0,allows,VERB,VBZ,ROOT,O,O
CVE-2006-4878,0,remote,ADJ,JJ,amod,O,O
CVE-2006-4878,0,attackers,NOUN,NNS,nsubj,O,O
CVE-2006-4878,0,to,PART,TO,aux,O,O
